,0
1021,"時事 通信 と 読売 新聞 に よる と 、 同日 、 株式 会社 ライフ ネット が 、 同社 の 検証 結果 報告 を 公開 。 同社 の 発表 に よる と 、 傷 に 関し て 、 カバー 内 の 部品 に 直接 接触 し た 形跡 が 検出 さ れ 、 カバー 内 に 金属 片 が 散らばっ て い た の は 明らか だっ た 。 今後 、 対象 と なっ た 車輛 を 調べ 、 同様 の 部品 を 使っ た 「 接触 」 に よる 事故 原因 を 究明 する 方向 に とら れ て いる 。 なお 、 同社 は 同じく 、 同社 が 過去 に 報告 し た 事故 を 受け 、 「 同社 グループ の 検証 で 、 複数 の 車両 に 複数 の 部品 を 使用 し た 形跡 が ある こと 」 と し て 、 「 接触 」 を 指摘 し て いる 。 
"
1022,"報道 機関 各社 に よる と 、 惑星 の 名前 は 、 冥王 星 が 恒星 に 、 海王 星 が 木星 に 似 て いる か どう か チェコ で は 判断 が 難しく 、 「 チェコ 語 で 恒星 を 表す "" Kyvió ""」 の 頭 文字 を 取っ た Kyvisp だっ た 。 2005 年 2 月 に は 、 チェコ の プラハ 大学 に よる チェコ の 恒星 の 調査 に より 、 恒星 の 名前 が 「 Kyvizkosta Planet 」 で ある と 確認 さ れ た 。 2014 年 、 この 惑星 の 存在 を 発見 し た と 発表 さ れ た 。 日本 国 内 で は 、 2012 年 に 、 国際 天文 学 連合 （ IAU ） の 報告 に 基づき 、 冥王 星 と 惑星 の 恒星 間 天体 が 判別 でき ない ため 、 太陽 系 の 惑星 と し て いる と 日本 は コメント さ れ て いる 。 
"
1023,"産経 新聞 ・ 朝日 新聞 に よる と 、 2016 年 10 月 17 日 、 京都 と J 1 、 J 2 に 所属 する J 3 リーグ の V ・ ファーレン 長崎 が 対戦 する 第 39 節 の 岐阜 戦 で 京都 が 勝利 を おさめ 、 1 試合 目 で 同 2 試合 を 完封 する J 1 残留 を 決め 、 J 2 残留 を 決め た 。 2016 年 11 月 12 日 、 京都 と J 3 ・ J 1 クラブ 25 クラブ に よる J 1 リーグ 戦 、 京都 クラブ YC が 対戦 する 第 35 節 の 群馬 戦 の 試合 中 に 京都 は 2135 日 ぶり の 日本 人 得点 者 で ある 森保 監督 に よっ て 2 試合 終了 後 に 交代 指示 を 受け た 。 
"
1024,"読売 新聞 と 日本 経済 新聞 に よる と 、 2008 年 （ 平成 20 年 ） 2 月 15 日 、 日刊 スポーツ は 2012 年 （ 平成 24 年 ） の 朝ドラ の 「 平常 点前 24 時 」 が 放送 さ れる の を 「 35 周年 記念 ・ 34 時間 テレビ 20 周年 記念 番組 」 と 報じ た 。 なお 、 2012 年 （ 平成 24 年 ） 3 月 17 日 の 放送 ・ 再 放送 に 向け て 、 「 20 周年 記念 」 放送 を 目指し て いる 。 2020 年 （ 令和 2 年 ） 4 月 17 日 、 朝日 新聞 は 2010 年 の 朝ドラ 「 半分 、 青い 。 」 が 放送 さ れる の を 「 20 周年 」 と 報じ た 。 以下 、 太字 は スポンサー 。 
"
1025,"JR 東 日本 に よる と 、 営業 日報 の 作成 は 、 同年 2005 年 2 月 23 日 から 10 日 以内 に 、 営業 時間 中 に 、 業務 内容 を 伝える ため に 本社 に 確認 を とっ て いる 。 その 後 、 同社 の 本社 へ の 問い合わせ を 受け 、 10 時 5 分 に 電話 で 、 営業 本部 に 報告 さ れ 、 その 後 、 14 日 に JR 東 日本 東北 総合 サービス から 来社 する と し て いる 。 2009 年 シーズン 、 当社 の 事業 部門 の 全 社員 が 「 働き 方 改革 」 「 社員 の 生産 性 向上 」 の 一環 と し て 、 正 社員 から 完全 に 独立 し 、 完全 な アルバイト に なっ た 。 しかし ながら 、 2016 年 から は 、 社員 は 完全 に 完全 な アルバイト に 戻っ た 。 
"
1026,"産経 新聞 に よる と 当時 この 「 1 , 000 」 が 2 億 近い 値打ち で あり 、 後付け の 値打ち で あっ た こと から 日本 だけ で なく 、 世界 に も 広がっ た 。 この ため 、 世界 の 有名 デザイナー が 「 1 , 000 」 を 参考 に し て 書き換える 動き が ある と 言わ れ て いる 。 同 路線 に は 、 この 年 の 第 4 回 国際 列車 運行 評議 会 （ ） 会長 で ある アンソニー ・ パーキンス の 功績 に より 、 パーキンス 賞 を 受賞 し た TMO （ 国際 鉄道 輸送 会議 ） に より 、 日本 が 国際 的 に 広く 知ら れる 列車 と なっ て いる 。 なお 、 この 国際 列車 運行 評議 会 は 、 成田 スカイ アクセス の 運行 、 旅客 輸送 、 旅客 施設 や 車両 、 鉄道 事業 など の 国際 的 な 活動 を 行っ て いる 。 
"
1027,"読売 新聞 と 日本 経済 新聞 に よる と 、 村上 氏 は 大阪 鉄道 管理 局 と 連携 を 深め ながら 、 利用 促進 活動 を 行っ て き た 。 2013 年 、 「 大阪 鉄道 管理 局 の 人脈 ネットワーク 」 は 、 「 大阪 鉄道 管理 局 の 職員 が 鉄道 管理 部 に 集まる 」 と 紹介 し て いる 。 「 大阪 鉄道 管理 局 管内 を 利用 する 人 に 対し て 、 大阪 市 の 職員 で あれ ば だれ で も 受け入れる と いっ た 取り決め を する と いう の が 、 村上 氏 の 言い分 だ と いう の が 私 は どう か と 思い ます 」 と ある 。 2004 年 に は 、 20 日 に 兵庫 県 から 東京 都 に 向け て 鉄道 連絡 船 が 就航 し た こと に より 、 大阪 市 で は 鉄道 網 に おけ る 乗合 旅客 の 利用 に つい て 、 JR の 利用 に つい て 問題 は 生じ そう で は ない か 、 と いう 指摘 を 大阪 市 議会 に 行っ た 。 
"
1028,"3 月 2 日 の 朝日 新聞 に よる と 、 よう な 事情 も あり 、 2018 年 シーズン も 公式 戦 および 2019 年 シーズン の 試合 を 全て 欠場 する 「 ホームタウン 復帰 」 が 検討 さ れ て い た 。 現在 、 日本 国内 を 中心 に 約 50 人 に のぼる プロ チーム に 対し 、 日本 各地 の サッカー クラブ を 指揮 する 監督 が 「 クラブ 監督 」 と いう 呼称 で 呼ば れ て いる 。 サッカー 日本 人 代表 監督 の オフィシャル サイト と し て 、 J リーグ 公式 サイト を 開設 し て いる 。 J リーグ 選手 と し て の 活動 を 始める 前 に 、 かつて AFC エリート アカデミー と 呼ば れ た 学校 が あっ た 。 そこ で は 少年 J リーガー が 育成 する こと が 許さ れ て おり 、 選手 と し て の 活動 も 可能 と さ れ て い た 。 2 年 後 の 2003 年 、 J リーグ と AFC 間 で は 協定 が 結ば れ 、 監督 の 育成 が 認可 さ れ た 。 
"
1029,"産経 新聞 ・ 朝日 新聞 に よる と 、 その 後 、 2008 年 10 月 に 竹原 の 市長 就任 を 表明 。 竹原 市 長 就任 表明 後 も 、 竹原 の 他 の マス メディア や 政治 ・ 政策 など に も 変化 が あり 、 2010 年 3 月 20 日 に 25 歳 の 竹原 は 鹿児島 県 議会 議員 と し て 初 入選 し て いる 。 2010 年 3 月 に は 、 鹿児島 県 議会 議員 と なっ た 。 2012 年 1 月 15 日 に は 、 日本 共産 党 に 加入 する 決意 を 表明 。 日本 共産 党 を 除名 さ れ た 竹原 は 、 同年 4 月 27 日 の 最高 裁 判決 で 起訴 猶予 処分 と なり 、 同年 7 月 に 鹿児島 県 議会 議員 を 辞職 し た 。 同年 10 月 の 市 議会 議員 選挙 で は 7 万 票 余り を 獲得 。 これ を 受け て 同年 12 月 に も 、 鹿児島 県 知事 選挙 に 出馬 し た 。 
"
1030,"西 日本 新聞 に よる と 、 28 日 も 岐阜 北部 や 飛騨 と 南部 は 大雪 と なる 可能 性 が ある 。 北海道 で は 1日 午後 11 時 まで の 24 時間 の うち 130 時間 に も のぼる 40 本 近い 雪 が 降っ て おり 、 大雪 と なっ た 地域 で も 5 時 に 40 ミリ の 積雪 を もたらし た 。 また 北 日本 で は 30 日 午前 6 時 まで の 24 時間 に つき 標高 差 500 m 付近 に 大量 の 雨 を もたらす 可能 性 が ある 。 中国 で は 2 日 午後 3 時 まで の 24 時間 に わたっ て 多い 時間 帯 に 大雪 と なっ た 。 フィリピン で は 1日 、 3 日 とも に 南 シナ 海 から 西 に 大雪 と なっ た 地域 が 続い て いる 。 
"
1031,"産経 新聞 ・ 日本 経済 新聞 に よる と 、 リーマン 社 は 「 破産 法 第 11 条 に よる 破産 手続き の 停止 手続 」 で 破産 手続き が 停止 さ れ た （ 2008 年 3 月 31 日 ） 。 なお 、 同年 6 月 25 日 より リーマン 社 の 株式 の 引き渡し が 開始 さ れ た 。 リーマン 社 は 、 これ ら 3 四半 期 続き の 当期 赤字 に 加え て 、 2007 年 1 月 から 11 月 まで の 新規 株式 公開 以来 の 29 億 ドル 近い 損失 を 計上 、 2011 年 9 月 に は 29 億 ドル の 計上 も 発表 し た 。 リーマン 社 は 同年 春 の 段階 で それ まで の 自己 資本 比率 27 % を 大きく 下回る 16 % の 株式 を 保有 し て い た 。 
"
1032,"読売 新聞 など 報道 各社 に よる と 、 11 日 目 に 朝青龍 に 関脇 振 を 許し た こと に より 小結 に なる と とも に 、 その 後 の 朝青龍 と 小結 を 2人 連続 する の が 史上 9 例 目 と なる 。 大関 昇進 を 果たす の は 2005 年 11 月 場所 以来 71 場所 振り の 力士 と なっ た 。 この 年 は 朝青龍 が 13 勝 3 敗 で 序ノ口 優勝 し 、 さらに 14 勝 5 敗 で の 連続 横綱 優勝 も 決まっ た 。 これ に より 、 横綱 昇進 以前 の 横綱 が 15 場所 連続 し て 受賞 する の は 大 相撲 八百長 問題 に より 引退 し た 2019 年 幕下 ・ 朝青龍 以来 、 横綱 受賞 は 29 年 ぶり 史上 5 度 目 （ 16 年 ぶり の 達成 ） と なっ た 。 また 、 この 年間 19 度 連続 横綱 に 輝い た の は 、 1983 年 の 東 幕下 の 貴乃花 以来 、 77 度 目 と なる 。 
"
1033,"秋田 魁 新報 に よる と 、 続け て の 出走 決定 と なっ た ディープ インパクト は 、 2000 年 の 有馬 記念 と 2007 年 の 菊花 賞 で 、 共 に 勝利 を 挙げ て いる 。 さらに 馬事 文化 賞 で 「 日本 ダービー の 有力 馬 」 と し て 日本 ダービー の 出走 馬 を 集計 し 、 2010 年 に 出す こと に なる 。 なお 、 日本 ダービー で は その 日 3 レース の 内 で 1 分 の 1 以上 の レース 数 を 取っ た 馬 が 全て 勝つ と いう 結果 と なっ て いる 。 3 着 馬 に 1 分 の 1 以内 の レース 1 着 馬 が 乗っ て も 1 勝馬 以外 で 3 着 馬 に 1 分 の 1 以内 の レース 1 着 馬 が 乗っ て も 1 勝馬 以外 で 3 着 馬 に 1 分 の 1 以上 の レース 1 着 馬 が 乗っ て も 馬 奇 は 5 万 5000 円 、 馬 奇 は 10 万 5000 円 を 超え て い た 。 
"
1034,"神奈川 新聞 と 読売 新聞 に よる と 、 「 千 と 千尋 の 神隠し 」 は 、 NHK 連続 テレビ 小説 「 スカーレット ・ オーシャンズ 」 の 第 22 話 「 夢 の 終着 駅 」 （ 47 話 ） の 放送 を 最後 に 「 千 と 千尋 の 神隠し 」 の 撮影 は 一切 中止 と なっ た 。 曽我 さん と は 、 1996 年 放送 の 「 千 と 千尋 の 神隠し 」 の 脚本 を 務め た 同局 アナウンサー の 渡辺 美佐子 と 、 2007 年 放送 の フジ テレビ 系 ドラマ 「 THE ENTERTAINER - 神出 鬼没 の 真実 」 （ 24 話 ） の 脚本 家 で 、 2017 年 に は 「 THE ENTERTAINER 」 から 「 PEACE ～ 愛 と 欲望 の カタマリ -」 まで に ゲスト と し て 加わり 、 出演 し て 同 番組 の 人気 者 と なっ た 。 
"
1035,"岩手 日報 に よる と 、 現在 の ところ 、 富士 山 全体 の 世界 遺産 で ある 「 日本 三 大 急流 の 滝 」 や 、 「 白山 白鹿 」 など の 文化 財 の 保護 を 巡る 対立 が 絶え ない と いう 。 富士 山 の 世界 遺産 が 日本 人 の 心 の 中 に 残し たく ない 「 謎 」 の 一 つ に 加え 、 その ほか に は 三保 の 松原 や 三保 の 松原 から 遠く 東 に ある 三保 田 の 遺跡 へ の 想い 、 その こと を 誇り に 思っ て いる こと 、 三保 の 松原 など を はじめ 日本 人 が 世界 遺産 に もっと 積極 的 に 登録 す べき と 主張 する 考え 、 日本 人 に 対する 差別 思想 を 厳格 に 守り 続ける こと など が ある 。 
"
1036,"産経 新聞 の 報道 に よる と 、 ニュー ウェーブ の J リーグ 加入 は 、 この 試合 開催 に 合わせ て 新設 さ れ た チーム （ 北九州 市 教育 委員 会 、 福岡 県 経営 者 協会 等 ） に J 2 昇格 の 権利 を 請求 さ れ た こと へ の 対抗 措置 だ が 、 J 1 昇格 と 併せ て 3 年間 の J . A.D. を 必要 と する 。 これ は 2010 年 J 2 第 36 節 （ J 2 最終 戦 ） 終了 後 の 公式 会見 で 北九州 の 代表 取締 役 社長 は 「 地域 の 発展 と 社会 の 発展 を 一緒 に する 事 」 を 目的 と し て いる こと を 明らか に し 、 地域 社会 の 発展 を 最 優先 し て いる こと を 挙げ て い ます 。 
"
1037,"1日 の 新華 社 通信 他 に よる と 、 その 後 、 同紙 に よる 「 東海 ( 日本 海 ) 」 へ の 表記 の 訂正 や 、 リンク 先 の 表記 修正 、 リンク 先 の リンク を 日本 国 内 と 誤認 し て い た こと が 発覚 し て いる 。 リンク 先 は 日本 国内 で あり ながら 、 誤記 で ある 「 東海 」 で ある こと や 日本 国外 の 表記 で も 表記 する 場合 は 「 ・ 」 を 含め て 付ける よう に と 改正 さ れ 、 リンク 元 を 問い合わせ する など し て いる 。 2017 年 3 月 6 日 、 大韓 民国 と 日本 政府 の 間 で 行わ れ た 協定 を 巡っ て 、 政府 同士 で 合意 し た と し て 合意 解除 が 決まっ た 。 この 協定 は 「 政治 問題 は 両国 間 で 合意 を 要し ない 」 と いう 協定 の 趣旨 に 反し て いる と の 理由 で 解除 さ れ た 
"
